"","Uniprot_accession","Uniprot_name","description","OrganismName","OrganismIdentifier","GeneName","ProteinExistence","SequenceVersion"
"2355","P46694","IEX1_MOUSE","Radiation-inducible immediate-early gene IEX-1","Mus musculus","10090","Ier3","1","2"
"2356","P46735","MYO1B_MOUSE","Unconventional myosin-Ib","Mus musculus","10090","Myo1b","1","3"
"2357","P46737","BRCC3_MOUSE","Lys-63-specific deubiquitinase BRCC36","Mus musculus","10090","Brcc3","1","1"
"2358","P46935","NEDD4_MOUSE","E3 ubiquitin-protein ligase NEDD4","Mus musculus","10090","Nedd4","1","3"
"2359","P46938","YAP1_MOUSE","Transcriptional coactivator YAP1","Mus musculus","10090","Yap1","1","2"
"2360","P46978","STT3A_MOUSE","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A","Mus musculus","10090","Stt3a","1","1"
"2361","P47212","GALA_MOUSE","Galanin peptides","Mus musculus","10090","Gal","1","1"
"2362","P47239","PAX7_MOUSE","Paired box protein Pax-7","Mus musculus","10090","Pax7","1","2"
"2363","P47242","PAX9_MOUSE","Paired box protein Pax-9","Mus musculus","10090","Pax9","2","1"
"2364","P47708","RP3A_MOUSE","Rabphilin-3A","Mus musculus","10090","Rph3a","1","2"
"2365","P47713","PA24A_MOUSE","Cytosolic phospholipase A2","Mus musculus","10090","Pla2g4a","1","1"
"2366","P47738","ALDH2_MOUSE","Aldehyde dehydrogenase, mitochondrial","Mus musculus","10090","Aldh2","1","1"
"2367","P47739","AL3A1_MOUSE","Aldehyde dehydrogenase, dimeric NADP-preferring","Mus musculus","10090","Aldh3a1","1","2"
"2368","P47740","AL3A2_MOUSE","Aldehyde dehydrogenase family 3 member A2","Mus musculus","10090","Aldh3a2","1","2"
"2369","P47741","TNR4_MOUSE","Tumor necrosis factor receptor superfamily member 4","Mus musculus","10090","Tnfrsf4","1","1"
"2370","P47743","GRM8_MOUSE","Metabotropic glutamate receptor 8","Mus musculus","10090","Grm8","1","2"
"2371","P47746","CNR1_MOUSE","Cannabinoid receptor 1","Mus musculus","10090","Cnr1","1","1"
"2372","P47750","TSHR_MOUSE","Thyrotropin receptor","Mus musculus","10090","Tshr","1","2"
"2373","P47754","CAZA2_MOUSE","F-actin-capping protein subunit alpha-2","Mus musculus","10090","Capza2","1","3"
"2374","P47757","CAPZB_MOUSE","F-actin-capping protein subunit beta","Mus musculus","10090","Capzb","1","3"
"2375","P47759","NSG2_MOUSE","Neuronal vesicle trafficking-associated protein 2","Mus musculus","10090","Nsg2","1","1"
"2376","P47774","CCR7_MOUSE","C-C chemokine receptor type 7","Mus musculus","10090","Ccr7","1","2"
"2377","P47791","GSHR_MOUSE","Glutathione reductase, mitochondrial","Mus musculus","10090","Gsr","1","3"
"2378","P47806","GLI1_MOUSE","Zinc finger protein GLI1","Mus musculus","10090","Gli1","1","4"
"2379","P47809","MP2K4_MOUSE","Dual specificity mitogen-activated protein kinase kinase 4","Mus musculus","10090","Map2k4","1","2"
"2380","P47810","WEE1_MOUSE","Wee1-like protein kinase","Mus musculus","10090","Wee1","1","2"
"2381","P47811","MK14_MOUSE","Mitogen-activated protein kinase 14","Mus musculus","10090","Mapk14","1","3"
"2382","P47856","GFPT1_MOUSE","Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1","Mus musculus","10090","Gfpt1","1","3"
"2383","P47857","PFKAM_MOUSE","ATP-dependent 6-phosphofructokinase, muscle type","Mus musculus","10090","Pfkm","1","3"
"2384","P47873","IL11_MOUSE","Interleukin-11","Mus musculus","10090","Il11","1","1"
"2385","P47877","IBP2_MOUSE","Insulin-like growth factor-binding protein 2","Mus musculus","10090","Igfbp2","2","2"
"2386","P47878","IBP3_MOUSE","Insulin-like growth factor-binding protein 3","Mus musculus","10090","Igfbp3","2","2"
"2387","P47879","IBP4_MOUSE","Insulin-like growth factor-binding protein 4","Mus musculus","10090","Igfbp4","1","2"
"2388","P47911","RL6_MOUSE","60S ribosomal protein L6","Mus musculus","10090","Rpl6","1","3"
"2389","P47915","RL29_MOUSE","60S ribosomal protein L29","Mus musculus","10090","Rpl29","1","2"
"2390","P47930","FOSL2_MOUSE","Fos-related antigen 2","Mus musculus","10090","Fosl2","1","2"
"2391","P47931","FST_MOUSE","Follistatin","Mus musculus","10090","Fst","2","1"
"2392","P47932","REL1_MOUSE","Prorelaxin 1","Mus musculus","10090","Rln1","1","1"
"2393","P47934","CACP_MOUSE","Carnitine O-acetyltransferase","Mus musculus","10090","Crat","1","3"
"2394","P47936","CNR2_MOUSE","Cannabinoid receptor 2","Mus musculus","10090","Cnr2","1","1"
"2395","P47937","NK3R_MOUSE","Neuromedin-K receptor","Mus musculus","10090","Tacr3","2","2"
"2396","P47941","CRKL_MOUSE","Crk-like protein","Mus musculus","10090","Crkl","1","2"
"2397","P47962","RL5_MOUSE","60S ribosomal protein L5","Mus musculus","10090","Rpl5","1","3"
"2398","P47993","XCL1_MOUSE","Lymphotactin","Mus musculus","10090","Xcl1","2","1"
"2399","P48025","KSYK_MOUSE","Tyrosine-protein kinase SYK","Mus musculus","10090","Syk","1","2"
"2400","P48026","SAT1_MOUSE","Diamine acetyltransferase 1","Mus musculus","10090","Sat1","1","1"
"2401","P48030","TGFA_MOUSE","Protransforming growth factor alpha","Mus musculus","10090","Tgfa","1","1"
"2402","P48031","GBX2_MOUSE","Homeobox protein GBX-2","Mus musculus","10090","Gbx2","2","1"
"2403","P48036","ANXA5_MOUSE","Annexin A5","Mus musculus","10090","Anxa5","1","1"
"2404","P48168","GLRB_MOUSE","Glycine receptor subunit beta","Mus musculus","10090","Glrb","1","2"
"2405","P48193","EPB41_MOUSE","Protein 4.1","Mus musculus","10090","Epb41","1","2"
"2406","P48281","VDR_MOUSE","Vitamin D3 receptor","Mus musculus","10090","Vdr","1","2"
"2407","P48298","CCL11_MOUSE","Eotaxin","Mus musculus","10090","Ccl11","2","1"
"2408","P48299","EDN3_MOUSE","Endothelin-3","Mus musculus","10090","Edn3","2","1"
"2409","P48301","TEAD2_MOUSE","Transcriptional enhancer factor TEF-4","Mus musculus","10090","Tead2","2","1"
"2410","P48302","EDNRB_MOUSE","Endothelin receptor type B","Mus musculus","10090","Ednrb","2","1"
"2411","P48316","GA45A_MOUSE","Growth arrest and DNA damage-inducible protein GADD45 alpha","Mus musculus","10090","Gadd45a","1","1"
"2412","P48318","DCE1_MOUSE","Glutamate decarboxylase 1","Mus musculus","10090","Gad1","1","2"
"2413","P48320","DCE2_MOUSE","Glutamate decarboxylase 2","Mus musculus","10090","Gad2","1","1"
"2414","P48346","IL15_MOUSE","Interleukin-15","Mus musculus","10090","Il15","1","1"
"2415","P48356","LEPR_MOUSE","Leptin receptor","Mus musculus","10090","Lepr","1","1"
"2416","P48379","RFX2_MOUSE","DNA-binding protein RFX2","Mus musculus","10090","Rfx2","1","2"
"2417","P48381","RFX3_MOUSE","Transcription factor RFX3","Mus musculus","10090","Rfx3","1","2"
"2418","P48410","ABCD1_MOUSE","ATP-binding cassette sub-family D member 1","Mus musculus","10090","Abcd1","1","1"
"2419","P48432","SOX2_MOUSE","Transcription factor SOX-2","Mus musculus","10090","Sox2","1","2"
"2420","P48437","PROX1_MOUSE","Prospero homeobox protein 1","Mus musculus","10090","Prox1","1","2"
"2421","P48441","IDUA_MOUSE","Alpha-L-iduronidase","Mus musculus","10090","Idua","1","2"
"2422","P48453","PP2BB_MOUSE","Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform","Mus musculus","10090","Ppp3cb","1","2"
"2423","P48455","PP2BC_MOUSE","Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform","Mus musculus","10090","Ppp3cc","1","1"
"2424","P48540","GDNF_MOUSE","Glial cell line-derived neurotrophic factor","Mus musculus","10090","Gdnf","1","1"
"2425","P48542","KCNJ6_MOUSE","G protein-activated inward rectifier potassium channel 2","Mus musculus","10090","Kcnj6","1","1"
"2426","P48543","KCNJ9_MOUSE","G protein-activated inward rectifier potassium channel 3","Mus musculus","10090","Kcnj9","1","2"
"2427","P48545","KCNJ5_MOUSE","G protein-activated inward rectifier potassium channel 4","Mus musculus","10090","Kcnj5","2","3"
"2428","P48614","WN10B_MOUSE","Protein Wnt-10b","Mus musculus","10090","Wnt10b","2","1"
"2429","P48615","WNT11_MOUSE","Protein Wnt-11","Mus musculus","10090","Wnt11","2","1"
"2430","P48678","LMNA_MOUSE","Prelamin-A/C","Mus musculus","10090","Lmna","1","2"
"2431","P48725","PCNT_MOUSE","Pericentrin","Mus musculus","10090","Pcnt","1","2"
"2432","P48744","NDP_MOUSE","Norrin","Mus musculus","10090","Ndp","1","1"
"2433","P48754","BRCA1_MOUSE","Breast cancer type 1 susceptibility protein homolog","Mus musculus","10090","Brca1","1","3"
"2434","P48755","FOSL1_MOUSE","Fos-related antigen 1","Mus musculus","10090","Fosl1","1","2"
"2435","P48756","GIP_MOUSE","Gastric inhibitory polypeptide","Mus musculus","10090","Gip","2","2"
"2436","P48758","CBR1_MOUSE","Carbonyl reductase [NADPH] 1","Mus musculus","10090","Cbr1","1","3"
"2437","P48759","PTX3_MOUSE","Pentraxin-related protein PTX3","Mus musculus","10090","Ptx3","1","2"
"2438","P48760","FOLC_MOUSE","Folylpolyglutamate synthase, mitochondrial","Mus musculus","10090","Fpgs","1","3"
"2439","P48774","GSTM5_MOUSE","Glutathione S-transferase Mu 5","Mus musculus","10090","Gstm5","1","1"
"2440","P48787","TNNI3_MOUSE","Troponin I, cardiac muscle","Mus musculus","10090","Tnni3","1","2"
"2441","P48794","HYALP_MOUSE","Hyaluronidase PH-20","Mus musculus","10090","Spam1","1","2"
"2442","P48962","ADT1_MOUSE","ADP/ATP translocase 1","Mus musculus","10090","Slc25a4","1","4"
"2443","P48964","MPIP1_MOUSE","M-phase inducer phosphatase 1","Mus musculus","10090","Cdc25a","2","2"
"2444","P48967","MPIP3_MOUSE","M-phase inducer phosphatase 3","Mus musculus","10090","Cdc25c","2","2"
"2445","P48972","MYBB_MOUSE","Myb-related protein B","Mus musculus","10090","Mybl2","1","1"
"2446","P48985","ATOH1_MOUSE","Transcription factor Atoh1","Mus musculus","10090","Atoh1","1","1"
"2447","P48986","NDF6_MOUSE","Neurogenic differentiation factor 6","Mus musculus","10090","Neurod6","2","1"
"2448","P48999","LOX5_MOUSE","Polyunsaturated fatty acid 5-lipoxygenase","Mus musculus","10090","Alox5","1","3"
"2449","P49003","BMP5_MOUSE","Bone morphogenetic protein 5","Mus musculus","10090","Bmp5","2","1"
"2450","P49025","CTRO_MOUSE","Citron Rho-interacting kinase","Mus musculus","10090","Cit","1","3"
"2451","P49070","CAMLG_MOUSE","Guided entry of tail-anchored proteins factor CAMLG","Mus musculus","10090","Camlg","1","2"
"2452","P49117","NR2C2_MOUSE","Nuclear receptor subfamily 2 group C member 2","Mus musculus","10090","Nr2c2","1","1"
"2453","P49135","ERCC3_MOUSE","General transcription and DNA repair factor IIH helicase subunit XPB","Mus musculus","10090","Ercc3","2","1"
"2454","P49138","MAPK2_MOUSE","MAP kinase-activated protein kinase 2","Mus musculus","10090","Mapkapk2","1","2"
"2455","P49182","HEP2_MOUSE","Heparin cofactor 2","Mus musculus","10090","Serpind1","1","1"
"2456","P49183","DNAS1_MOUSE","Deoxyribonuclease-1","Mus musculus","10090","Dnase1","1","2"
"2457","P49222","EPB42_MOUSE","Protein 4.2","Mus musculus","10090","Epb42","1","3"
"2458","P49282","NRAM2_MOUSE","Natural resistance-associated macrophage protein 2","Mus musculus","10090","Slc11a2","1","2"
"2459","P49290","PERE_MOUSE","Eosinophil peroxidase","Mus musculus","10090","Epx","1","2"
"2460","P49312","ROA1_MOUSE","Heterogeneous nuclear ribonucleoprotein A1","Mus musculus","10090","Hnrnpa1","1","2"
"2461","P49429","HPPD_MOUSE","4-hydroxyphenylpyruvate dioxygenase","Mus musculus","10090","Hpd","1","3"
"2462","P49443","PPM1A_MOUSE","Protein phosphatase 1A","Mus musculus","10090","Ppm1a","1","1"
"2463","P49446","PTPRE_MOUSE","Receptor-type tyrosine-protein phosphatase epsilon","Mus musculus","10090","Ptpre","1","3"
"2464","P49452","CENPC_MOUSE","Centromere protein C","Mus musculus","10090","Cenpc","1","2"
"2465","P49582","ACHA7_MOUSE","Neuronal acetylcholine receptor subunit alpha-7","Mus musculus","10090","Chrna7","1","1"
"2466","P49586","PCY1A_MOUSE","Choline-phosphate cytidylyltransferase A","Mus musculus","10090","Pcyt1a","1","1"
"2467","P49615","CDK5_MOUSE","Cyclin-dependent kinase 5","Mus musculus","10090","Cdk5","1","1"
"2468","P49650","P2RY1_MOUSE","P2Y purinoceptor 1","Mus musculus","10090","P2ry1","2","1"
"2469","P49698","HNF4A_MOUSE","Hepatocyte nuclear factor 4-alpha","Mus musculus","10090","Hnf4a","1","2"
"2470","P49710","HCLS1_MOUSE","Hematopoietic lineage cell-specific protein","Mus musculus","10090","Hcls1","1","2"
"2471","P49717","MCM4_MOUSE","DNA replication licensing factor MCM4","Mus musculus","10090","Mcm4","1","1"
"2472","P49718","MCM5_MOUSE","DNA replication licensing factor MCM5","Mus musculus","10090","Mcm5","1","2"
"2473","P49722","PSA2_MOUSE","Proteasome subunit alpha type-2","Mus musculus","10090","Psma2","1","3"
"2474","P49764","PLGF_MOUSE","Placenta growth factor","Mus musculus","10090","Pgf","2","1"
"2475","P49766","VEGFB_MOUSE","Vascular endothelial growth factor B","Mus musculus","10090","Vegfb","2","2"
"2476","P49769","PSN1_MOUSE","Presenilin-1","Mus musculus","10090","Psen1","1","1"
"2477","P49772","FLT3L_MOUSE","Fms-related tyrosine kinase 3 ligand","Mus musculus","10090","Flt3lg","2","1"
"2478","P49813","TMOD1_MOUSE","Tropomodulin-1","Mus musculus","10090","Tmod1","1","2"
"2479","P49817","CAV1_MOUSE","Caveolin-1","Mus musculus","10090","Cav1","1","1"
"2480","P49891","ST1E1_MOUSE","Sulfotransferase 1E1","Mus musculus","10090","Sult1e1","1","2"
"2481","P49919","CDN1C_MOUSE","Cyclin-dependent kinase inhibitor 1C","Mus musculus","10090","Cdkn1c","1","2"
"2482","P49935","CATH_MOUSE","Pro-cathepsin H","Mus musculus","10090","Ctsh","1","2"
"2483","P50096","IMDH1_MOUSE","Inosine-5'-monophosphate dehydrogenase 1","Mus musculus","10090","Impdh1","1","2"
"2484","P50114","S100B_MOUSE","Protein S100-B","Mus musculus","10090","S100b","1","2"
"2485","P50149","GNAT2_MOUSE","Guanine nucleotide-binding protein G(t) subunit alpha-2","Mus musculus","10090","Gnat2","2","2"
"2486","P50171","DHB8_MOUSE","(3R)-3-hydroxyacyl-CoA dehydrogenase","Mus musculus","10090","Hsd17b8","1","2"
"2487","P50172","DHI1_MOUSE","11-beta-hydroxysteroid dehydrogenase 1","Mus musculus","10090","Hsd11b1","1","3"
"2488","P50207","HXC13_MOUSE","Homeobox protein Hox-C13","Mus musculus","10090","Hoxc13","2","2"
"2489","P50220","NKX21_MOUSE","Homeobox protein Nkx-2.1","Mus musculus","10090","Nkx2-1","2","1"
"2490","P50228","CXCL5_MOUSE","C-X-C motif chemokine 5","Mus musculus","10090","Cxcl5","1","2"
"2491","P50247","SAHH_MOUSE","Adenosylhomocysteinase","Mus musculus","10090","Ahcy","1","3"
"2492","P50284","TNR3_MOUSE","Tumor necrosis factor receptor superfamily member 3","Mus musculus","10090","Ltbr","1","1"
"2493","P50285","FMO1_MOUSE","Flavin-containing monooxygenase 1","Mus musculus","10090","Fmo1","1","1"
"2494","P50396","GDIA_MOUSE","Rab GDP dissociation inhibitor alpha","Mus musculus","10090","Gdi1","1","3"
"2495","P50404","SFTPD_MOUSE","Pulmonary surfactant-associated protein D","Mus musculus","10090","Sftpd","1","1"
"2496","P50427","STS_MOUSE","Steryl-sulfatase","Mus musculus","10090","Sts","1","1"
"2497","P50428","ARSA_MOUSE","Arylsulfatase A","Mus musculus","10090","Arsa","1","2"
"2498","P50429","ARSB_MOUSE","Arylsulfatase B","Mus musculus","10090","Arsb","1","3"
"2499","P50431","GLYC_MOUSE","Serine hydroxymethyltransferase, cytosolic","Mus musculus","10090","Shmt1","1","3"
"2500","P50446","K2C6A_MOUSE","Keratin, type II cytoskeletal 6A","Mus musculus","10090","Krt6a","1","3"
"2501","P50462","CSRP3_MOUSE","Cysteine and glycine-rich protein 3","Mus musculus","10090","Csrp3","1","1"
"2502","P50481","LHX3_MOUSE","LIM/homeobox protein Lhx3","Mus musculus","10090","Lhx3","1","1"
"2503","P50516","VATA_MOUSE","V-type proton ATPase catalytic subunit A","Mus musculus","10090","Atp6v1a","1","2"
"2504","P50518","VATE1_MOUSE","V-type proton ATPase subunit E 1","Mus musculus","10090","Atp6v1e1","1","2"
"2505","P50540","MXI1_MOUSE","Max-interacting protein 1","Mus musculus","10090","Mxi1","1","1"
"2506","P50544","ACADV_MOUSE","Very long-chain specific acyl-CoA dehydrogenase, mitochondrial","Mus musculus","10090","Acadvl","1","3"
"2507","P50571","GBRB1_MOUSE","Gamma-aminobutyric acid receptor subunit beta-1","Mus musculus","10090","Gabrb1","1","1"
"2508","P50580","PA2G4_MOUSE","Proliferation-associated protein 2G4","Mus musculus","10090","Pa2g4","1","3"
"2509","P50586","TUB_MOUSE","Tubby protein","Mus musculus","10090","Tub","1","1"
"2510","P50592","TNF10_MOUSE","Tumor necrosis factor ligand superfamily member 10","Mus musculus","10090","Tnfsf10","2","1"
"2511","P50636","RN19A_MOUSE","E3 ubiquitin-protein ligase RNF19A","Mus musculus","10090","Rnf19a","1","2"
"2512","P50637","TSPO_MOUSE","Translocator protein","Mus musculus","10090","Tspo","1","1"
"2513","P50652","FANCC_MOUSE","Fanconi anemia group C protein homolog","Mus musculus","10090","Fancc","2","2"
"2514","P50704","DEFA6_MOUSE","Alpha-defensin 6/12","Mus musculus","10090","Defa12","1","2"
"2515","P50715","DFA31_MOUSE","Alpha-defensin 31","Mus musculus","10090","Defa31","2","2"
"2516","P50752","TNNT2_MOUSE","Troponin T, cardiac muscle","Mus musculus","10090","Tnnt2","1","2"
"2517","P50992","ATP4B_MOUSE","Potassium-transporting ATPase subunit beta","Mus musculus","10090","Atp4b","1","1"
"2518","P51125","ICAL_MOUSE","Calpastatin","Mus musculus","10090","Cast","1","2"
"2519","P51141","DVL1_MOUSE","Segment polarity protein dishevelled homolog DVL-1","Mus musculus","10090","Dvl1","1","2"
"2520","P51150","RAB7A_MOUSE","Ras-related protein Rab-7a","Mus musculus","10090","Rab7a","1","2"
"2521","P51174","ACADL_MOUSE","Long-chain specific acyl-CoA dehydrogenase, mitochondrial","Mus musculus","10090","Acadl","1","2"
"2522","P51175","PPOX_MOUSE","Protoporphyrinogen oxidase","Mus musculus","10090","Ppox","1","1"
"2523","P51180","MIP_MOUSE","Lens fiber major intrinsic protein","Mus musculus","10090","Mip","1","2"
"2524","P51432","PLCB3_MOUSE","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3","Mus musculus","10090","Plcb3","1","2"
"2525","P51436","DRD4_MOUSE","D(4) dopamine receptor","Mus musculus","10090","Drd4","1","1"
"2526","P51437","CAMP_MOUSE","Cathelicidin antimicrobial peptide","Mus musculus","10090","Camp","1","2"
"2527","P51448","RORA_MOUSE","Nuclear receptor ROR-alpha","Mus musculus","10090","Rora","1","1"
"2528","P51450","RORG_MOUSE","Nuclear receptor ROR-gamma","Mus musculus","10090","Rorc","1","1"
"2529","P51480","CDN2A_MOUSE","Cyclin-dependent kinase inhibitor 2A","Mus musculus","10090","Cdkn2a","1","2"
"2530","P51491","OPSB_MOUSE","Short-wave-sensitive opsin 1","Mus musculus","10090","Opn1sw","1","1"
"2531","P51557","STAR_MOUSE","Steroidogenic acute regulatory protein, mitochondrial","Mus musculus","10090","Star","1","1"
"2532","P51569","AGAL_MOUSE","Alpha-galactosidase A","Mus musculus","10090","Gla","1","1"
"2533","P51576","P2RX1_MOUSE","P2X purinoceptor 1","Mus musculus","10090","P2rx1","2","1"
"2534","P51612","XPC_MOUSE","DNA repair protein complementing XP-C cells homolog","Mus musculus","10090","Xpc","1","2"
"2535","P51637","CAV3_MOUSE","Caveolin-3","Mus musculus","10090","Cav3","1","1"
"2536","P51642","CNTF_MOUSE","Ciliary neurotrophic factor","Mus musculus","10090","Cntf","2","1"
"2537","P51655","GPC4_MOUSE","Glypican-4","Mus musculus","10090","Gpc4","1","2"
"2538","P51656","DHB1_MOUSE","17-beta-hydroxysteroid dehydrogenase type 1","Mus musculus","10090","Hsd17b1","1","1"
"2539","P51658","DHB2_MOUSE","Estradiol 17-beta-dehydrogenase 2","Mus musculus","10090","Hsd17b2","1","2"
"2540","P51660","DHB4_MOUSE","Peroxisomal multifunctional enzyme type 2","Mus musculus","10090","Hsd17b4","1","3"
"2541","P51661","DHI2_MOUSE","11-beta-hydroxysteroid dehydrogenase type 2","Mus musculus","10090","Hsd11b2","1","2"
"2542","P51667","MLRV_MOUSE","Myosin regulatory light chain 2, ventricular/cardiac muscle isoform","Mus musculus","10090","Myl2","1","3"
"2543","P51670","CCL9_MOUSE","C-C motif chemokine 9","Mus musculus","10090","Ccl9","1","1"
"2544","P51675","CCR1_MOUSE","C-C chemokine receptor type 1","Mus musculus","10090","Ccr1","2","2"
